1.355289809985804368e+02,4.212049915488560146e+02
5.513113078023694698e+02,9.111042789980341468e+02
6.012023358773543578e+02,9.194135598986931655e+02
6.530216889314385753e+02,9.279682621809506600e+02
1.375625430645252436e+02,4.822101728089282915e+02
1.482910905732614992e+02,5.364837396789969262e+02
1.691521057406912405e+02,5.881277634988591672e+02
1.900131209081209818e+02,6.397717873187214082e+02
8.854369236945392458e+02,3.951543892337048192e+02
3.513261482892671665e+02,5.270522923598487068e+02
6.204850913394437839e+02,3.829886561064087118e+02
7.327486907430269412e+02,4.247104887097066239e+02
5.083969200358634453e+02,4.784583644744518551e+02
3.665773200220592116e+02,3.918241224412953443e+02
5.166362076549268068e+02,5.676872023499074658e+02
5.290827048348520520e+02,6.084624943662806800e+02
5.942250035084098272e+02,5.893194288700399284e+02
4.486542872205949379e+02,8.862815745171217259e+02
3.496435412891087253e+02,8.482060165641123604e+02
3.997449446720038395e+02,8.702589937000652753e+02
8.290944520874950285e+02,3.722230613180067849e+01
3.043804733908061735e+02,8.189305822749588515e+02
3.921714335872360380e+02,3.754859292294831903e+02
3.576015705266388522e+02,9.282861245983019671e+01
3.084472020595726462e+02,5.098376507084882405e+02
8.776187821544195913e+02,7.645162379154523933e+02
8.794765206572383249e+02,2.572265841175684500e+02
8.730605186619904998e+02,3.230350547885451533e+02
8.809489500810482241e+02,1.378808107213186531e+02
8.793712835703929613e+02,1.964668242390946489e+02
7.729278040435768844e+02,2.475850580878525307e+02
7.623746846348435611e+02,3.305030321891248377e+02
8.533916631946455027e+02,3.851972508092331964e+02
2.341543189852768592e+02,7.394486063818455932e+02
7.581325278660742697e+02,5.024044227842542796e+02
7.713851836066097576e+02,2.904990503912353006e+02
4.997373761298837280e+02,9.006212517366773227e+02
4.101224382491726601e+02,4.345978315841443873e+02
3.225766028369989726e+02,5.527866890855593738e+02
3.200170530683881225e+02,4.035343554764251621e+02
7.061029972356415101e+02,6.956576713100105280e+02
7.048410419855226792e+02,9.365229644632081545e+02
3.071148580647350173e+02,4.587195157255112008e+02
3.158095469101838262e+02,1.286604307705462134e+02
3.555684039238174137e+02,4.629267252863730846e+02
5.641429163297419791e+02,3.483840435694659163e+02
3.574967289029166295e+02,4.631721466679715604e+02
3.435075124202435290e+02,3.575350234333272965e+02
5.394603961435825568e+02,3.883529792936672038e+02
5.619688733717017612e+02,2.673947660200542487e+01
6.155061760969750821e+02,2.179590403056749892e+01
5.143221781336952745e+02,5.242823672833277442e+02
8.238711041212360442e+02,7.557161142515964229e+02
4.044423049355968942e+02,6.351803323120770983e+01
4.010418471300300780e+02,5.059458558108206034e+02
3.432622887702066237e+02,5.750149954557341516e+02
3.736947378199760124e+02,5.514543450907215174e+02
2.658840659561956272e+02,7.826781122142032245e+02
2.089458110964512798e+02,6.911703897569851733e+02
5.084315706464284403e+02,3.168304917344335081e+01
9.128190790782816748e+02,3.339738787394105657e+02
8.550046723763316550e+02,6.342666866420252063e+02
6.905712591817820112e+02,7.407103639004028537e+02
7.086623492726907898e+02,6.293583578758369868e+02
6.962860431059227722e+02,6.650148469523310268e+02
3.725375253277985621e+02,3.142002805141240742e+02
7.166912615838439251e+02,7.048434995159987011e+02
7.208628318763326206e+02,2.540703374138684012e+01
6.896947118764528568e+02,7.014076001736202670e+02
7.199167856183119056e+02,6.641032535733136228e+02
7.751013526727130056e+02,3.035050744704403769e+01
7.061029972356415101e+02,6.956576713100105280e+02
2.456887284572806038e+02,2.177140382775606895e+02
1.791791385809776784e+02,3.091868135268713331e+02
2.125566442099284359e+02,2.624862634126662897e+02
6.972327814244091542e+02,7.807493917719806404e+02
7.356235563090509686e+02,3.251388078676471878e+02
4.539125823947613299e+02,4.433992166127882228e+01
7.552223196290194664e+02,2.943206542757457100e+02
7.381830072118809767e+02,3.666153179551274661e+02
8.195585586077478411e+02,6.356340767105511986e+02
7.500333256759830647e+02,2.427116765295718324e+02
7.552223196290194664e+02,2.943206542757457100e+02
7.689308709248443847e+02,2.020064766605750037e+02
5.990281940535331842e+02,4.899931694095789680e+02
7.369207553644197333e+02,2.841531405433638611e+02
3.695924687486171933e+02,3.373401802633163697e+02
8.057800140303273793e+02,8.670681202761622899e+02
3.408080749542220929e+02,5.942982452467277881e+02
6.683072146774530893e+02,2.263730639642744791e+01
8.748840020173676066e+02,6.936240103782847655e+02
8.295508419716886692e+02,6.956926185179179356e+02
9.210932150394717155e+02,1.919790483571653112e+02
2.790662340862313613e+02,1.710134881633556461e+02
7.098545089727755339e+02,7.431645777163873845e+02
9.298583914954201646e+02,2.616792150600288096e+02
5.261024044504208632e+02,4.317227682865586758e+02
8.145801376941832359e+02,8.133204422429787428e+02
3.534998946499649719e+02,5.253693887623478531e+02
3.938894821242059834e+02,4.697634778974414758e+02
8.579499266870747078e+02,8.266784339361404363e+02
6.513383898708143533e+02,4.946912217336376898e+02
1.530240901052275149e+02,3.607256991256688252e+02
7.055769106671947384e+02,4.996346954392948874e+02
3.663318986404608495e+02,3.937524474203946738e+02
7.140966657415448253e+02,5.712631871212578289e+02
