5.751230577998757099e+02	8.874493474207582722e+02
1.053701056556867570e+02	2.759922311995027826e+02
2.327691112492231298e+02	7.212256059664388204e+02
2.718682411435674453e+02	7.572936606587942379e+02
3.163561218147917771e+02	7.879148539465506929e+02
3.636712243629583554e+02	8.143651336233685925e+02
4.110860783095089914e+02	8.419260410192666768e+02
4.607047855811062504e+02	8.661979490366687742e+02
5.146758856432567200e+02	8.828334369173400091e+02
1.076979490366687315e+02	3.289505904288378133e+02
1.114956494717215634e+02	3.811845866998135648e+02
1.173023617153511537e+02	4.328523927905531536e+02
1.257004350528278422e+02	4.840792417650714583e+02
1.372765692977004335e+02	5.350158483530143485e+02
1.525804847731510279e+02	5.858023617153511395e+02
1.726507147296457561e+02	6.349406463642013705e+02
1.995391547545059154e+02	6.802638284648850231e+02
1.014917650714729689e+03	2.526563082660037196e+02
9.137650714729645642e+02	7.068958980733374347e+02
8.762560596643878625e+02	7.451336233685518664e+02
8.326000621504040282e+02	7.778384089496581737e+02
7.856270975761342470e+02	8.063095090118085864e+02
7.385003107520199137e+02	8.356183965195773453e+02
6.891270975761342470e+02	8.616569297700434618e+02
6.353701056556867570e+02	8.803166563082660332e+02
1.016334058421379723e+03	3.059791796146674869e+02
1.015771908017402097e+03	3.586460534493474483e+02
1.012855189558732150e+03	4.108222498446239683e+02
1.007190180236171500e+03	4.626827221876941962e+02
9.984045991298943363e+02	5.144198259788688574e+02
9.860941578620261225e+02	5.661827221876942531e+02
9.690006215040398274e+02	6.166895587321317862e+02
9.447830950901180813e+02	6.638371659415786326e+02
3.370811062771908269e+02	3.254589807333747444e+02
3.399540087010565799e+02	3.158567433188315476e+02
2.536706028589185848e+02	3.140565568676196335e+02
2.945332504661280382e+02	3.228135487880671235e+02
3.800528278433810101e+02	3.206876942200124176e+02
3.399540087010565799e+02	3.158567433188315476e+02
4.212367930391547475e+02	3.112871348663766184e+02
3.364885021752641592e+02	3.070447482908638790e+02
2.941270975761342470e+02	3.096805469235550277e+02
3.805966438781852048e+02	3.062684897451833308e+02
1.874362958359229197e+02	2.036746426351771220e+02
2.454027346177750246e+02	1.956246115599751363e+02
3.060577998756991747e+02	1.897159726538222628e+02
4.337747047855810933e+02	2.019251087632069641e+02
3.702852703542573067e+02	1.893592293349906868e+02
2.363135487880671235e+02	1.555037290242386518e+02
3.032358607830950632e+02	1.386821006836544541e+02
4.378800497203231998e+02	1.673020509633312543e+02
3.754350528278433785e+02	1.460699192044748429e+02
4.261267868241143333e+02	6.960801740211311426e+02
5.679487259167184448e+02	7.464679925419515030e+02
4.968300186451211857e+02	6.956311373523927841e+02
4.658405842137973991e+02	7.221177750155376316e+02
5.116855189558731922e+02	7.402715972653821837e+02
6.376805469235549708e+02	6.924729645742697812e+02
6.712591671845866585e+02	7.175310752019888696e+02
6.245326289620882108e+02	7.377877563704164459e+02
5.662364822871348906e+02	6.972504661280298706e+02
7.112383467992541455e+02	6.892886886264760733e+02
5.648082660037290452e+02	6.855146053449346937e+02
5.280773772529521466e+02	6.454953387197016355e+02
4.734381603480422882e+02	6.666876942200124176e+02
4.470344934742075793e+02	6.953735239279055804e+02
4.957277812305779889e+02	6.868477315102547891e+02
5.985133623368551525e+02	6.435407085146053987e+02
6.572159726538222912e+02	6.621780609073958885e+02
6.893850217526413644e+02	6.896106277190801848e+02
6.364014916096954266e+02	6.831665630826599909e+02
5.635012430080795411e+02	6.529866376631448475e+02
5.550046612802983645e+02	2.720223741454319679e+02
5.562458048477315060e+02	3.310239279055313659e+02
5.574505904288378133e+02	3.900332504661280382e+02
4.801003729024238851e+02	3.110009322560596843e+02
4.501628340584213674e+02	4.361780609073958885e+02
4.223592293349906868e+02	5.054002486016158855e+02
4.655512740832815552e+02	5.251880049720323314e+02
5.121065879428216476e+02	5.324664387818520481e+02
5.620335612181479519e+02	5.417563704164076626e+02
6.325969546302051185e+02	3.072402113113735140e+02
6.680456805469235633e+02	4.306348663766314644e+02
6.993297078931012720e+02	4.981612802983219126e+02
6.575161591050341485e+02	5.203847110006214507e+02
6.117510876320695843e+02	5.291037911746426516e+02
5.586867619639527902e+02	4.490313859540087265e+02
7.787134866376630953e+02	3.142386575512740592e+02
7.745680546923555312e+02	3.025969546302051185e+02
6.927874456183965322e+02	3.054005593536357992e+02
7.348477315102547891e+02	3.117604101926662565e+02
8.212778123057800030e+02	3.089853946550652495e+02
7.745680546923555312e+02	3.025969546302051185e+02
8.615835922933498523e+02	2.972715972653822405e+02
7.767374145431945180e+02	2.928365444375388620e+02
7.326752641392168925e+02	2.956830329397141099e+02
8.202591671845866585e+02	2.936059664387818771e+02
6.754403356121814568e+02	1.953862647607209340e+02
7.391177750155376316e+02	1.791106277190801848e+02
8.046270975761342470e+02	1.754592914853946581e+02
8.669070851460534186e+02	1.783735239279055236e+02
9.276976382846488605e+02	1.834058421379739059e+02
6.689092604101927009e+02	1.609316345556246119e+02
7.309456183965195351e+02	1.360618396519577402e+02
8.040220633934120542e+02	1.237470478558110614e+02
8.740860783095090483e+02	1.370891858297079011e+02
